PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,cluster
6474909,ivermectin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C(C)C,1,1,-1,-1,-1,-1,244
3883,lansoprazole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,1,1,-1,-1,-1,1,221
3911,leuprolide,3,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,.,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1,1,-1,0,-1,-1,245
441341,levetiracetam,8,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC[C@H](C(=O)N)N1CCCC1=O,1,1,-1,-1,-1,-1,246
1549000,levocetirizine dihydrochloride,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,1,-1,-1,-1,-1,204
5819,levothyroxine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,1,1,-1,-1,-1,-1,247
441401,linezolid,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,1,1,-1,-1,-1,-1,248
5362119,lisinopril,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,1,1,2,-1,1,1,226
3956,loracarbef,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,.,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,1,1,0,-1,0,-1,196
3961,losartan,4,Less-DILI-Concern,vLess-DILI-Concern,HH,non-hepatotixic,Positive,.,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,1,1,2,0,1,-1,249
4046,mefloquine,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,1,1,-1,-1,-1,-1,250
4053,melphalan,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,1,1,-1,-1,-1,1,19
4054,memantine,7,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,.,CC12CC3CC(C1)(CC(C3)(C2)N)C,1,1,0,-1,0,-1,19
4075,mesalazine,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC(=C(C=C1N)C(=O)O)O,1,1,-1,-1,-1,-1,19
15459,metaxalone,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,1,1,-1,-1,-1,0,251
4100,methazolamide,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,1,1,-1,-1,-1,-1,252
4158,methylphenidate,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,1,1,2,-1,1,1,222
6741,methylprednisolone,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1,1,-1,-1,-1,-1,253
4168,metoclopramide,5,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,1,1,2,-1,1,-1,254
4171,metoprolol,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,1,1,-1,-1,-1,1,189
5281040,montelukast,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,1,1,1,0,0,-1,255
152946,moxifloxacin,8,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,1,1,-1,-1,-1,1,256
5281078,mycophenolate mofetil,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)OC,1,1,-1,-1,-1,-1,257
3011155,nelarabine,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,1,1,-1,-1,-1,-1,53
64143,nelfinavir,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,1,1,-1,-1,-1,1,258
3033637,nizatidine,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,1,1,-1,-1,-1,-1,27
4585,olanzapine,3,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,.,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,1,1,-1,0,-1,-1,259
6003770,olsalazine,8,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC(=C(C=C1N/N=C\2/C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,1,1,-1,-1,-1,-1,260
4594,omeprazole,4,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Postive,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1,1,-1,0,-1,1,227
4595,ondansetron,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,1,1,-1,-1,-1,-1,261
36314,paclitaxel,4,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1,1,2,-1,1,-1,148
4679,pantoprazole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1,1,-1,-1,-1,-1,262
43815,paroxetine,8,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1,1,1,0,0,1,263
436058,pegaspargase,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,1,1,-1,-1,-1,-1,264
5904,penicillin g,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Negative,.,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,1,1,2,-1,0,-1,139
3675,phenelzine,3,Less-DILI-Concern,vLess-DILI-Concern,NE,Hepatotoxic,Negative,.,C1=CC=C(C=C1)CCNN,1,1,0,1,0,-1,19
5755,prednisolone,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,1,1,-1,-1,-1,-1,253
5865,prednisone,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1,1,1,0,0,-1,253
4913,procainamide,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,1,1,-1,-1,-1,-1,19
4917,prochlorperazine,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,1,1,2,1,1,-1,32
5994,progesterone,2,Less-DILI-Concern,vLess-DILI-Concern,HH,non-hepatotixic,Positive,.,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,1,2,0,1,-1,117
4927,promethazine,5,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,.,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,1,1,0,-1,0,-1,265
4932,propafenone,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,1,1,0,-1,0,1,266
4943,propofol,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,CC(C)C1=C(C(=CC=C1)C(C)C)O,1,1,0,-1,0,1,19
15330,propoxyphene,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,1,1,-1,-1,-1,-1,267
54892,quinapril,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,1,1,2,-1,1,1,226
441074,quinidine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1,1,2,1,1,-1,172
5029,rabeprazole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,1,1,-1,-1,-1,-1,221
5362129,ramipril,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,1,1,-1,-1,-1,-1,226
3001055,ranitidine,5,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1,1,1,1,0,1,27
60815,remifentanil,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,1,1,-1,-1,-1,-1,268
65981,repaglinide,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1,1,-1,-1,-1,-1,269
6323490,rifabutin,5,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)/C,1,1,2,-1,1,-1,270
5073,risperidone,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,1,2,-1,1,-1,271
77991,rivastigmine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,1,1,-1,-1,-1,-1,272
5095,ropinirole,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,1,1,-1,-1,-1,-1,273
68617,sertraline,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1,1,1,0,0,1,274
5210,sibutramine,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,1,1,-1,-1,-1,-1,275
5212,sildenafil,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,1,1,-1,-1,-1,-1,276
6436030,sirolimus,8,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)CC4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,1,1,-1,-1,-1,-1,277
4369359,sitagliptin,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,1,1,-1,-1,-1,-1,278
5833,spironolactone,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,1,1,2,-1,1,-1,279
5215,sulfadiazine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1,1,-1,-1,-1,1,19
439492,tacrolimus,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)O)C)OC)OC,1,1,-1,-1,-1,-1,280
65999,telmisartan,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,1,1,1,-1,0,-1,281
5394,temozolomide,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,Negative,.,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1,1,-1,-1,0,-1,282
5403,terbutaline,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,1,1,2,-1,1,-1,19
5426,thalidomide,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,1,1,-1,-1,-1,-1,154
5452,thioridazine,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,1,1,-1,-1,-1,-1,283
5479,tinidazole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,1,1,-1,-1,-1,-1,284
5503,tolazamide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,1,1,2,-1,1,-1,208
5509,tolmetin,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,1,1,2,-1,1,-1,285
5284627,topiramate,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,Negative,Postive,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1,1,-1,-1,0,1,286
5484727,trandolapril,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,1,1,-1,-1,-1,-1,226
441233,tranylcypromine,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,.,C1[C@H](C1C2=CC=CC=C2)N,1,1,0,-1,0,-1,19
5533,trazodone,5,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,1,1,2,-1,1,-1,287
5546,triamterene,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,1,1,-1,-1,-1,-1,288
5578,trimethoprim,4,Less-DILI-Concern,vLess-DILI-Concern,HH,non-hepatotixic,Positive,Postive,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,1,1,2,0,1,1,289
25077179,triptorelin pamoate,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,1,1,-1,-1,-1,-1,245
60773,valaciclovir,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,1,1,-1,-1,-1,1,182
60846,valsartan,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,1,1,1,0,0,1,290
5310966,varenicline,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23,1,1,-1,-1,-1,-1,291
5656,venlafaxine,7,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Postive,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,1,1,-1,0,-1,1,220
5978,vincristine,8,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,1,1,2,-1,1,-1,292
6691,warfarin,5,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,1,1,1,0,0,-1,293
60854,ziprasidone,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,1,1,-1,-1,-1,-1,294
5734,zonisamide,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,1,1,-1,-1,-1,-1,295
71771,aceclofenac,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,0,1,-1,-1,-1,-1,23
2088,alendronate,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,0,1,-1,-1,-1,-1,19
5493444,aliskiren,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,0,1,-1,-1,-1,-1,296
3007,amphetamine,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC(CC1=CC=CC=C1)N,0,1,-1,-1,-1,1,19
2244,aspirin,0,No-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,Negative,Postive,CC(=O)OC1=CC=CC=C1C(=O)O,0,1,-1,0,0,1,19
7699,benzonatate,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0,1,-1,-1,-1,-1,297
2710,chlorcyclizine,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0,1,-1,-1,-1,-1,204
2973,deferoxamine,0,No-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,0,1,2,-1,1,-1,298
5281081,entacapone,0,No-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,0,1,1,-1,0,-1,299
57363,finasteride,0,No-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,.,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,0,1,-1,0,-1,-1,300
3385,fluorouracil,0,No-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C1=C(C(=O)NC(=O)N1)F,0,1,2,-1,1,1,19
3038497,fospropofol,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)([O-])[O-].[Na+].[Na+],0,1,-1,-1,-1,-1,19
3821,ketamine,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0,1,-1,-1,-1,-1,301
4091,metformin,0,No-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CN(C)C(=N)N=C(N)N,0,1,1,-1,0,-1,19
4173,metronidazole,3,No-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,CC1=NC=C(N1CCO)[N+](=O)[O-],0,1,2,-1,1,1,284
5746,mitomycin,0,No-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,.,Negative,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,0,1,-1,1,-1,0,302
4771,phentermine,0,No-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Negative,CC(C)(CC1=CC=CC=C1)N,0,1,-1,0,-1,0,19
6918456,prasugrel hydrochloride,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,0,1,-1,-1,-1,-1,303
5486971,pregabalin,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC(C)C[C@@H](CC(=O)O)CN,0,1,-1,-1,-1,1,19
5328,sulfamethizole,0,No-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,0,1,2,-1,1,-1,19
129211,tamsulosin,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,0,1,-1,-1,-1,-1,304
441141,vancomycin,0,No-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,0,1,2,-1,1,-1,305
68740,zoledronate,0,No-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,0,1,-1,-1,-1,-1,19
187,acetylcholine chloride,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(=O)OCC[N+](C)(C)C,0,0,0,-1,0,-1,19
12035,acetylcysteine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,Negative,CC(=O)N[C@@H](CS)C(=O)O,0,0,0,-1,0,0,19
60961,adenosine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0,0,0,-1,0,-1,53
51263,alfentanil,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,0,0,-1,-1,-1,0,306
123606,almotriptan,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,0,0,-1,-1,-1,-1,307
