,Unnamed: 0,PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,INCHIKEY
734,796,441199,cefoxitin,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,1,3,2,-1,1,-1,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
735,797,25074887,cetrorelix,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,1,3,-1,-1,-1,-1,SBNPWPIBESPSIF-MHWMIDJBSA-N
736,798,10133,chenodiol,8,Most-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,2,3,2,-1,1,-1,RUDATBOHQWOJDD-BSWAIDMHSA-N
737,800,20279,cladribine,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,Negative,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3N)Cl)CO)O,1,3,0,-1,0,0,PTOAARAWEBMLNO-KVQBGUIXSA-N
738,801,443385,clindamycin-2-phosphate,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl,1,3,-1,-1,-1,-1,UFUVLHLTWXBHGZ-MGZQPHGTSA-N
739,802,119182,clofarabine,8,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,2,3,-1,-1,-1,-1,WDDPHFBMKLOVOX-AYQXTPAHSA-N
740,803,2809,clorazepate,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,Negative,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,1,3,-1,-1,-1,0,XDDJGVMJFWAHJX-UHFFFAOYSA-N
741,804,401,cycloserine,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1C(C(=O)NO1)N,1,3,-1,-1,-1,-1,DYDCUQKUCUHJBH-UHFFFAOYSA-N
742,805,54680690,demeclocycline,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,1,3,2,-1,1,-1,GUXHBMASAHGULD-SEYHBJAFSA-N
743,806,3019,diazoxide,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,1,3,-1,-1,-1,-1,GDLBFKVLRPITMI-UHFFFAOYSA-N
744,807,3108,dipyridamole,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,.,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,1,3,0,-1,0,-1,IZEKFCXSFNUWAM-UHFFFAOYSA-N
745,808,6049,edetic acid,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,3,-1,-1,-1,-1,KCXVZYZYPLLWCC-UHFFFAOYSA-N
746,809,60877,emtricitabine,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,1,3,-1,-1,-1,-1,XQSPYNMVSIKCOC-NTSWFWBYSA-N
747,810,16130199,enfuvirtide,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C,1,3,-1,-1,-1,-1,PEASPLKKXBYDKL-FXEVSJAOSA-N
748,811,153941,entecavir,7,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N,2,3,-1,-1,-1,-1,QDGZDCVAUDNJFG-FXQIFTODSA-N
749,812,41867,epirubicin,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,.,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1,3,0,-1,0,-1,AOJJSUZBOXZQNB-VTZDEGQISA-N
750,813,150610,ertapenem,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,1,3,-1,-1,-1,-1,JUZNIMUFDBIJCM-ANEDZVCMSA-N
751,814,5870,estrone,2,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,1,3,2,-1,1,-1,DNXHEGUUPJUMQT-CBZIJGRNSA-N
752,815,3291,ethosuximide,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CCC1(CC(=O)NC1=O)C,1,3,2,-1,1,-1,HAPOVYFOVVWLRS-UHFFFAOYSA-N
753,816,3292,ethotoin,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,1,3,-1,-1,-1,-1,SZQIFWWUIBRPBZ-UHFFFAOYSA-N
754,817,40976,etonogestrel,5,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CCC12CC(=C)C3C(C1CC[C@]2(C#C)O)CCC4=CC(=O)CCC34,2,3,-1,-1,-1,-1,GCKFUYQCUCGESZ-KIIRVTSASA-N
755,818,64928,fenofibric acid,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,1,3,-1,-1,-1,-1,BSFAVVHPEZCASB-UHFFFAOYSA-N
756,819,3366,flucytosine,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,C1=NC(=O)NC(=C1F)N,1,3,2,-1,1,-1,XRECTZIEBJDKEO-UHFFFAOYSA-N
757,820,6446,fluoxymesterone,8,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,2,3,-1,-1,-1,-1,YLRFCQOZQXIBAB-RBZZARIASA-N
758,821,3372,fluphenazine,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,1,3,-1,-1,-1,-1,PLDUPXSUYLZYBN-UHFFFAOYSA-N
759,822,3394,flurbiprofen,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,1,3,2,-1,1,-1,SYTBZMRGLBWNTM-UHFFFAOYSA-N
760,824,3406,fomepizole,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=CNN=C1,1,3,-1,-1,-1,-1,RIKMMFOAQPJVMX-UHFFFAOYSA-N
761,825,131536,fosamprenavir,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,1,3,-1,-1,-1,-1,MLBVMOWEQCZNCC-OEMFJLHTSA-N
762,826,6238,hydroxyprogesterone caproate,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,1,3,-1,-1,-1,-1,DBPWSSGDRRHUNT-CEGNMAFCSA-N
763,827,42890,idarubicin,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,.,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,1,3,0,-1,0,-1,XDXDZDZNSLXDNA-TZNDIEGXSA-N
764,828,5362440,indinavir,8,Most-DILI-Concern,Ambiguous DILI-concern,.,Hepatotoxic,Negative,.,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,2,3,-1,1,0,-1,CBVCZFGXHXORBI-PXQQMZJSSA-N
765,830,3759,isocarboxazid,5,Most-DILI-Concern,Ambiguous DILI-concern,WE,.,Negative,.,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,2,3,1,-1,0,-1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N
766,831,219078,lacosamide,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,1,3,-1,-1,-1,-1,VPPJLAIAVCUEMN-GFCCVEGCSA-N
767,832,5862,l-cysteine,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C([C@@H](C(=O)O)N)S,1,3,-1,-1,-1,-1,XUJNEKJLAYXESH-REOHCLBHSA-N
768,833,656509,lincomycin,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,Negative,CCC[C@@H]1CC(N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,1,3,-1,-1,-1,0,OJMMVQQUTAEWLP-ISVUEQNNSA-N
769,834,3958,lorazepam,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1,3,-1,-1,-1,-1,DIWRORZWFLOCLC-UHFFFAOYSA-N
770,835,4033,mechlorethamine,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CN(CCCl)CCCl,1,3,-1,-1,-1,-1,HAWPXGHAZFHHAD-UHFFFAOYSA-N
771,836,4037,meclofenamic acid,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,Negative,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,1,3,2,-1,1,0,SBDNJUWAMKYJOX-UHFFFAOYSA-N
772,837,4101,methenamine hippurate ,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1N2CN3CN1CN(C2)C3,1,3,-1,-1,-1,-1,VKYKSIONXSXAKP-UHFFFAOYSA-N
773,839,4409,nabumetone,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,1,3,-1,-1,-1,-1,BLXXJMDCKKHMKV-UHFFFAOYSA-N
774,840,4421,nalidixic acid,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,Negative,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,1,3,2,-1,1,0,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
775,841,5360515,naltrexone,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,1,3,2,-1,1,-1,DQCKKXVULJGBQN-XFWGSAIBSA-N
776,842,644241,nilotinib,4,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,2,3,-1,-1,-1,-1,HHZIURLSWUIHRB-UHFFFAOYSA-N
777,843,5280972,oxytetracycline,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O,1,3,-1,-1,-1,-1,FYDOORKXBWEKQM-GUQPPTOYSA-N
778,846,4737,pentobarbital,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,3,-1,-1,-1,-1,WEXRUCMBJFQVBZ-UHFFFAOYSA-N
779,847,43672,piperacillin,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,Postive,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,1,3,-1,-1,-1,1,IVBHGBMCVLDMKU-GXNBUGAJSA-N
780,848,5282451,pitavastatin,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],1,3,-1,-1,-1,-1,RHGYHLPFVJEAOC-FFNUKLMVSA-L
781,849,147912,posaconazole,8,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,2,3,-1,-1,-1,-1,RAGOYPUPXAKGKH-AGDNISCASA-N
782,850,148121,pralatrexate,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1,3,-1,-1,-1,-1,OGSBUKJUDHAQEA-WMCAAGNKSA-N
783,851,4891,praziquantel,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,.,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,1,3,0,-1,0,-1,FSVJFNAIGNNGKK-UHFFFAOYSA-N
784,852,4946,propranolol,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,non-hepatotixic,Negative,.,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,1,3,0,0,0,-1,AQHHHDLHHXJYJD-UHFFFAOYSA-N
785,853,6323497,rifapentine,4,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,2,3,-1,-1,-1,-1,RISDZDVHYCURHD-QLWTZYDESA-N
786,854,129228,rufinamide,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,1,3,-1,-1,-1,-1,POGQSBRIGCQNEG-UHFFFAOYSA-N
787,855,31143,secobarbital,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C,1,3,-1,-1,-1,-1,KQPKPCNLIDLUMF-MRVPVSSYSA-N
788,856,29327,streptozocin,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,.,Negative,.,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,1,3,0,-1,0,-1,ZSJLQEPLLKMAKR-GKHCUFPYSA-N
789,857,159269,telbivudine,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,1,3,-1,-1,-1,-1,IQFYYKKMVGJFEH-CSMHCCOUSA-N
790,858,5391,temazepam,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,1,3,-1,-1,-1,-1,SEQDDYPDSLOBDC-UHFFFAOYSA-N
791,859,941651,thiothixene,2,Less-DILI-Concern,Ambiguous DILI-concern,WE,.,Negative,.,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,1,3,1,-1,0,-1,GFBKORZTTCHDGY-UWVJOHFNSA-N
792,860,54686904,tigecycline,8,Most-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(C)(C)NCC(=O)NC1=C(C2=C(C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O,2,3,-1,-1,-1,-1,SOVUOXKZCCAWOJ-HJYUBDRYSA-N
793,861,5483,tiopronin,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(C(=O)NCC(=O)O)S,1,3,-1,-1,-1,-1,YTGJWQPHMWSCST-UHFFFAOYSA-N
794,862,41781,torasemide,2,Less-DILI-Concern,Ambiguous DILI-concern,.,non-hepatotixic,.,.,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,1,3,-1,0,-1,-1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
795,863,3005573,toremifene,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,1,3,-1,-1,-1,-1,XFCLJVABOIYOMF-QPLCGJKRSA-N
796,864,444795,tretinoin,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,Hepatotoxic,.,Negative,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,1,3,2,1,-1,0,SHGAZHPCJJPHSC-YCNIQYBTSA-N
797,865,5566,trifluoperazine,2,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,1,3,2,-1,1,-1,ZEWQUBUPAILYHI-UHFFFAOYSA-N
798,866,5576,trimethadione,5,Most-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,CC1(C(=O)N(C(=O)O1)C)C,2,3,2,-1,1,-1,IRYJRGCIQBGHIV-UHFFFAOYSA-N
799,867,5583,trimetrexate,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,1,3,-1,-1,-1,-1,NOYPYLRCIDNJJB-UHFFFAOYSA-N
800,868,31401,ursodeoxycholic acid,0,Less-DILI-Concern,Ambiguous DILI-concern,.,.,Negative,.,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,3,-1,-1,0,-1,RUDATBOHQWOJDD-UZVSRGJWSA-N
801,869,4775,4-phenylbutyric acid,4,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1=CC=C(C=C1)CCCC(=O)O,1,3,-1,-1,-1,-1,OBKXEAXTFZPCHS-UHFFFAOYSA-N
802,870,2123,altretamine,2,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,1,3,-1,-1,-1,-1,UUVWYPNAQBNQJQ-UHFFFAOYSA-N
803,871,197712,ambrisentan,7,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,1,3,-1,-1,-1,-1,OUJTZYPIHDYQMC-UHFFFAOYSA-N
804,872,2170,amoxapine,3,Less-DILI-Concern,Ambiguous DILI-concern,WE,.,Negative,.,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,1,3,1,-1,0,-1,QWGDMFLQWFTERH-UHFFFAOYSA-N
805,873,3698,amrinone,5,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,1,3,2,-1,1,-1,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
806,875,151165,aprepitant,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@H]2[C@H](N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,1,3,-1,-1,-1,-1,ATALOFNDEOCMKK-BYYRLHKVSA-N
807,876,16130295,aprotinin,7,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CCC(=O)N)[C@@H](C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)C)CCCCN)[C@@H](C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](C)C(=O)O)[C@@H](C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)[C@@H](C)CC,1,3,-1,-1,-1,-1,ZPNFWUPYTFPOJU-LPYSRVMUSA-N
808,877,60795,aripiprazole,5,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1,3,-1,-1,-1,-1,CEUORZQYGODEFX-UHFFFAOYSA-N
809,878,518740,arsenic trioxide,3,Less-DILI-Concern,Ambiguous DILI-concern,HH,.,Positive,.,O1[As]2O[As]1O2,1,3,2,-1,1,-1,GOLCXWYRSKYTSP-UHFFFAOYSA-N
810,879,5362041,aztreonam,5,Less-DILI-Concern,Ambiguous DILI-concern,NE,non-hepatotixic,Negative,.,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+],1,3,0,0,0,-1,WZPBZJONDBGPKJ-IYZXUIDESA-N
811,880,6335412,balsalazide,8,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C\2/C=CC(=O)C(=C2)C(=O)O,1,3,-1,-1,-1,-1,KONZVQJABTUMFX-NDENLUEZSA-N
812,881,2369,betaxolol,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,.,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,1,3,-1,-1,-1,-1,NWIUTZDMDHAVTP-UHFFFAOYSA-N
813,882,2405,bisoprolol,3,Less-DILI-Concern,Ambiguous DILI-concern,.,.,.,Negative,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,1,3,-1,-1,-1,0,VHYCDWMUTMEGQY-UHFFFAOYSA-N
814,883,2477,buspirone,3,Less-DILI-Concern,Ambiguous DILI-concern,NE,non-hepatotixic,Negative,.,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,1,3,0,0,0,-1,QWCRAEMEVRGPNT-UHFFFAOYSA-N
